Rk,Player,Pos,Age,Tm,G_x,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,G_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,All-Star
11,Al-Farouq Aminu,PF,27,POR,69,67,30.0,3.3,8.4,0.395,1.8,4.9,0.369,1.5,3.5,0.432,0.503,0.9,1.2,0.738,1.4,6.2,7.6,1.2,1.1,0.6,1.1,2.0,9.3,69,12.0,0.522,0.582,0.137,5.2,22.3,13.8,5.8,1.9,1.6,11.3,14.8,0.9,3.2,4.2,0.097,-0.7,1.1,0.4,1.3,false
12,Justin Anderson,SF,24,PHI,38,0,13.7,2.3,5.3,0.431,0.9,2.7,0.33,1.4,2.6,0.535,0.515,0.7,1.0,0.737,0.7,1.8,2.4,0.7,0.4,0.2,0.4,1.4,6.2,38,13.0,0.54,0.51,0.188,5.4,13.6,9.6,7.1,1.4,1.1,6.8,19.3,0.6,0.7,1.2,0.115,-0.6,-0.3,-0.9,0.1,false
13,Kyle Anderson,SF,24,SAS,74,67,26.7,3.1,5.9,0.527,0.3,0.8,0.333,2.9,5.1,0.556,0.549,1.4,2.0,0.712,1.1,4.2,5.4,2.7,1.6,0.8,1.3,1.5,7.9,74,15.9,0.582,0.13,0.333,4.7,17.6,11.1,14.7,2.9,2.5,15.8,13.5,2.4,3.8,6.2,0.151,-0.4,3.3,2.9,2.4,false
14,Ryan Anderson,PF,29,HOU,66,50,26.1,3.1,7.3,0.431,2.0,5.1,0.386,1.2,2.1,0.539,0.568,1.1,1.4,0.774,1.4,3.6,5.0,0.9,0.4,0.3,0.6,1.9,9.3,66,12.6,0.592,0.706,0.194,6.2,15.4,10.8,5.1,0.7,1.0,7.5,14.4,3.1,1.7,4.8,0.132,0.9,-0.8,0.1,0.9,false
15,Ike Anigbogu,C,19,IND,11,0,2.7,0.4,0.8,0.444,0.0,0.0,,0.4,0.8,0.444,0.444,0.5,0.5,0.833,0.5,0.4,0.8,0.0,0.1,0.3,0.2,0.1,1.2,11,21.6,0.558,0.0,0.667,19.0,15.0,16.9,0.0,1.7,8.9,14.7,20.3,0.1,0.0,0.1,0.165,1.8,0.1,1.9,0.0,false
16,Giannis Antetokounmpo,PF,23,MIL,75,75,36.7,9.9,18.7,0.529,0.6,1.9,0.307,9.3,16.8,0.554,0.545,6.5,8.5,0.76,2.1,8.0,10.0,4.8,1.5,1.4,3.0,3.1,26.9,75,27.3,0.598,0.1,0.457,6.7,25.3,16.0,23.7,2.0,3.3,11.7,31.2,8.3,3.6,11.9,0.207,5.3,0.9,6.2,5.7,false
17,Carmelo Anthony,PF,33,OKC,78,78,32.1,6.1,15.0,0.404,2.2,6.1,0.357,3.9,8.9,0.437,0.476,1.9,2.5,0.767,0.9,4.9,5.8,1.3,0.6,0.6,1.3,2.5,16.2,78,12.7,0.503,0.406,0.165,2.9,17.7,10.0,6.5,0.9,1.8,7.3,23.2,1.2,2.5,3.7,0.071,-0.6,-1.3,-1.9,0.0,false
18,OG Anunoby,SF,20,TOR,74,62,20.0,2.2,4.7,0.471,1.0,2.7,0.371,1.2,2.0,0.604,0.577,0.5,0.8,0.629,0.6,1.9,2.5,0.7,0.7,0.2,0.6,1.8,5.9,74,10.0,0.587,0.569,0.179,3.4,10.4,7.0,5.0,1.7,0.8,10.8,12.4,1.4,1.6,3.0,0.098,-1.2,0.6,-0.6,0.5,false
19,Ryan Arcidiacono,PG,23,CHI,24,0,12.7,0.7,1.7,0.415,0.4,1.3,0.29,0.3,0.4,0.8,0.524,0.2,0.3,0.833,0.0,1.0,1.0,1.5,0.5,0.0,0.5,0.8,2.0,24,7.3,0.55,0.756,0.146,0.3,8.8,4.4,15.5,2.1,0.0,23.0,8.1,0.1,0.2,0.3,0.04,-4.7,0.6,-4.1,-0.2,false
20,Trevor Ariza,SF,32,HOU,67,67,33.9,4.0,9.7,0.412,2.5,6.9,0.368,1.5,2.8,0.519,0.542,1.1,1.3,0.854,0.5,3.9,4.4,1.6,1.5,0.2,0.8,2.0,11.7,67,11.8,0.567,0.71,0.137,1.7,12.9,7.3,6.8,2.1,0.5,7.0,14.4,2.6,2.8,5.3,0.113,0.0,0.7,0.7,1.5,false
21,Darrell Arthur,PF,29,DEN,19,1,7.4,1.2,2.5,0.468,0.4,1.2,0.348,0.7,1.3,0.583,0.553,0.1,0.2,0.667,0.2,0.6,0.8,0.5,0.4,0.2,0.8,1.2,2.8,19,8.4,0.559,0.489,0.064,2.4,9.5,6.0,9.3,2.8,1.8,23.7,19.5,-0.2,0.1,0.0,-0.011,-4.8,-0.5,-5.3,-0.1,false
22,Jamel Artis,SG,25,ORL,15,1,18.6,2.1,5.3,0.392,0.5,1.9,0.276,1.5,3.3,0.46,0.443,0.5,0.8,0.583,0.3,2.3,2.5,1.2,0.1,0.2,0.5,0.7,5.1,15,6.9,0.457,0.367,0.152,1.6,13.5,7.5,9.3,0.4,0.9,8.7,14.5,-0.1,0.1,0.0,-0.006,-3.8,-1.6,-5.4,-0.2,false
23,Ömer Aşık,C,31,TOT,18,0,10.1,0.5,1.2,0.409,0.0,0.0,,0.5,1.2,0.409,0.409,0.2,0.7,0.308,0.5,2.1,2.6,0.2,0.1,0.2,0.5,1.1,1.2,18,3.1,0.397,0.0,0.591,5.5,22.2,14.0,2.1,0.5,1.9,24.5,8.7,-0.2,0.2,-0.1,-0.021,-6.5,-1.5,-8.0,-0.3,false
24,D.J. Augustin,PG,30,ORL,75,36,23.5,3.3,7.2,0.452,1.5,3.6,0.419,1.7,3.6,0.485,0.557,2.2,2.5,0.868,0.4,1.7,2.1,3.8,0.7,0.0,1.6,1.3,10.2,75,15.4,0.615,0.504,0.35,1.9,8.2,5.0,24.4,1.5,0.0,16.5,18.6,3.3,0.8,4.1,0.11,1.0,-1.2,-0.2,0.8,false
25,Luke Babbitt,SF,28,TOT,50,14,14.3,1.8,4.3,0.423,1.2,3.1,0.385,0.6,1.2,0.525,0.563,0.3,0.4,0.773,0.1,1.8,1.9,0.6,0.2,0.1,0.4,1.1,5.2,50,9.8,0.576,0.726,0.102,1.1,13.9,7.5,6.5,0.5,0.8,7.8,15.0,0.5,0.4,0.9,0.06,-0.9,-1.5,-2.4,-0.1,false
26,Dwayne Bacon,SG,22,CHO,53,6,13.5,1.4,3.6,0.375,0.2,0.8,0.256,1.2,2.8,0.409,0.404,0.4,0.5,0.8,0.1,2.3,2.3,0.7,0.3,0.0,0.4,0.9,3.3,53,5.8,0.431,0.224,0.13,0.6,18.5,9.4,7.5,1.1,0.2,10.2,13.7,-0.7,0.6,-0.1,-0.007,-4.8,0.1,-4.7,-0.5,false
27,Ron Baker,SG,24,NYK,29,1,13.3,0.7,2.0,0.339,0.4,1.1,0.333,0.3,0.9,0.346,0.432,0.7,0.9,0.769,0.2,0.9,1.0,1.6,0.9,0.2,0.6,1.1,2.4,29,9.3,0.504,0.559,0.441,1.4,7.2,4.3,15.5,3.3,1.3,20.4,10.0,0.1,0.4,0.5,0.059,-2.8,2.4,-0.4,0.2,false
28,Wade Baldwin,PG,21,POR,7,0,11.4,2.0,3.0,0.667,0.6,0.7,0.8,1.4,2.3,0.625,0.762,0.9,1.4,0.6,0.1,1.0,1.1,0.7,0.3,0.1,0.6,1.7,5.4,7,16.6,0.748,0.238,0.476,1.4,9.5,5.5,9.8,1.2,1.0,13.6,16.1,0.2,0.1,0.3,0.187,0.2,1.7,1.9,0.1,false
29,Lonzo Ball,PG,20,LAL,52,50,34.2,3.9,10.8,0.36,1.7,5.7,0.305,2.2,5.2,0.42,0.44,0.6,1.4,0.451,1.3,5.6,6.9,7.2,1.7,0.8,2.6,2.3,10.2,52,12.5,0.444,0.523,0.126,4.2,17.3,10.8,29.2,2.4,2.0,18.6,17.4,-0.5,2.5,2.0,0.053,-0.7,1.6,1.0,1.3,false
30,J.J. Barea,PG,33,DAL,69,10,23.2,4.4,10.0,0.439,1.7,4.5,0.367,2.7,5.5,0.499,0.522,1.2,1.5,0.784,0.2,2.7,2.9,6.3,0.5,0.0,2.1,1.2,11.6,69,17.8,0.545,0.454,0.148,1.0,13.4,7.0,45.1,1.1,0.2,16.3,24.9,2.3,1.0,3.3,0.098,2.7,-1.5,1.2,1.3,false
31,Harrison Barnes,PF,25,DAL,77,77,34.2,7.0,15.7,0.445,1.5,4.3,0.357,5.4,11.4,0.478,0.494,3.4,4.1,0.827,1.0,5.1,6.1,2.0,0.6,0.2,1.5,1.2,18.9,77,15.8,0.539,0.276,0.259,3.1,17.1,9.9,9.9,0.9,0.5,8.1,25.2,2.0,1.9,3.8,0.07,0.8,-1.3,-0.5,1.0,false
32,Will Barton,SG,27,DEN,81,40,33.1,5.7,12.7,0.452,1.9,5.2,0.37,3.8,7.5,0.51,0.528,2.2,2.8,0.805,0.9,4.2,5.0,4.1,1.0,0.6,1.8,2.1,15.7,81,16.2,0.562,0.411,0.22,3.0,14.2,8.6,18.5,1.5,1.6,11.7,20.7,4.4,1.8,6.2,0.111,1.6,-0.4,1.1,2.1,false
33,Nicolas Batum,SG,29,CHO,64,64,31.0,4.2,10.2,0.415,1.4,4.3,0.336,2.8,5.9,0.473,0.486,1.7,2.0,0.831,0.9,3.9,4.8,5.5,1.0,0.4,2.0,1.1,11.6,64,14.4,0.523,0.422,0.2,3.1,13.8,8.4,26.2,1.6,1.0,15.6,18.3,1.7,1.8,3.5,0.084,0.5,-0.1,0.4,1.2,false
34,Jerryd Bayless,SG,29,PHI,39,11,23.7,2.8,6.7,0.416,1.4,3.7,0.37,1.4,3.0,0.474,0.519,0.9,1.1,0.795,0.4,1.7,2.1,1.4,0.6,0.2,1.2,2.3,7.9,39,7.5,0.546,0.557,0.168,1.8,7.3,4.7,8.0,1.2,0.5,14.1,15.1,0.2,0.9,1.1,0.055,-2.7,-0.2,-2.8,-0.2,false
35,Aron Baynes,C,31,BOS,81,67,18.3,2.6,5.5,0.471,0.0,0.3,0.143,2.6,5.2,0.487,0.474,0.7,1.0,0.756,1.6,3.8,5.4,1.1,0.3,0.6,1.0,2.5,6.0,81,12.0,0.502,0.047,0.175,9.7,22.1,16.0,9.6,0.7,2.9,14.3,16.8,0.5,2.5,3.0,0.097,-3.6,0.7,-2.9,-0.3,false
36,Kent Bazemore,SG,28,ATL,65,65,27.5,4.4,10.4,0.42,1.7,4.2,0.394,2.7,6.2,0.438,0.5,2.5,3.1,0.796,0.4,3.4,3.8,3.5,1.5,0.7,2.4,2.3,12.9,65,14.5,0.547,0.405,0.297,1.6,13.9,7.7,20.1,2.7,2.2,17.0,22.5,0.2,2.0,2.2,0.059,-0.4,1.0,0.6,1.2,false
37,Bradley Beal,SG,24,WAS,82,82,36.3,8.3,18.1,0.46,2.4,6.5,0.375,5.9,11.6,0.507,0.527,3.6,4.5,0.791,0.7,3.7,4.4,4.5,1.2,0.4,2.6,2.0,22.6,82,18.4,0.564,0.357,0.249,2.3,11.5,6.9,21.0,1.6,1.1,11.5,27.6,4.4,2.5,6.9,0.111,2.9,-0.7,2.2,3.1,true
38,Malik Beasley,SG,21,DEN,62,0,9.4,1.2,2.9,0.41,0.5,1.3,0.341,0.7,1.5,0.469,0.489,0.4,0.5,0.667,0.2,0.9,1.1,0.5,0.2,0.1,0.4,0.6,3.2,62,9.0,0.509,0.461,0.185,2.7,11.0,6.9,7.4,1.3,1.0,11.1,16.2,0.1,0.3,0.3,0.028,-2.4,-1.4,-3.8,-0.3,false
39,Michael Beasley,PF,29,NYK,74,30,22.3,5.5,10.9,0.507,0.5,1.2,0.395,5.1,9.7,0.52,0.528,1.7,2.1,0.78,1.3,4.3,5.6,1.7,0.5,0.6,1.9,2.0,13.2,74,17.8,0.556,0.107,0.197,6.5,21.2,13.9,12.5,1.1,2.3,14.0,26.9,0.9,1.5,2.4,0.069,0.6,-0.8,-0.2,0.7,false
40,Marco Belinelli,SG,31,TOT,80,2,24.3,4.2,9.6,0.441,1.9,4.9,0.377,2.4,4.6,0.509,0.539,1.9,2.0,0.908,0.3,1.6,1.9,1.9,0.8,0.2,1.2,1.1,12.1,80,14.1,0.581,0.517,0.213,1.1,7.3,4.3,11.9,1.6,0.5,10.1,20.7,2.4,1.3,3.7,0.092,0.4,-0.8,-0.5,0.8,false
41,Jordan Bell,C,23,GSW,57,13,14.2,2.0,3.2,0.627,0.0,0.1,0.0,2.0,3.2,0.641,0.627,0.5,0.8,0.682,1.1,2.6,3.6,1.8,0.6,1.0,0.9,1.6,4.6,57,18.0,0.641,0.022,0.238,8.9,19.0,14.3,16.9,2.1,5.5,20.0,13.9,1.6,1.4,2.9,0.174,0.0,2.8,2.8,1.0,false
42,DeAndre' Bembry,SF,23,ATL,26,3,17.5,2.0,4.9,0.414,0.4,1.2,0.367,1.6,3.8,0.429,0.457,0.7,1.3,0.576,0.3,2.5,2.8,1.9,0.8,0.5,1.8,1.5,5.2,26,7.6,0.477,0.234,0.258,2.0,15.7,8.8,15.9,2.3,2.3,24.8,18.2,-0.9,0.5,-0.4,-0.04,-5.1,0.3,-4.7,-0.3,false
43,Dragan Bender,PF,20,PHO,82,37,25.2,2.3,5.9,0.386,1.4,3.9,0.366,0.8,2.0,0.426,0.508,0.5,0.6,0.765,0.5,3.9,4.4,1.6,0.3,0.6,1.4,2.0,6.5,82,7.1,0.524,0.665,0.105,2.0,16.8,9.3,8.9,0.5,2.1,18.1,12.7,-0.7,0.8,0.1,0.001,-2.9,-0.8,-3.7,-0.9,false
44,Dāvis Bertāns,PF,25,SAS,77,10,14.1,2.1,4.8,0.44,1.2,3.3,0.373,0.9,1.5,0.588,0.568,0.5,0.6,0.816,0.2,1.8,2.0,1.0,0.3,0.4,0.5,1.2,5.9,77,14.1,0.588,0.689,0.134,1.8,13.9,7.8,10.3,1.2,2.1,8.5,17.4,1.6,1.4,3.1,0.135,1.0,0.6,1.6,1.0,false
45,Patrick Beverley,SG,29,LAC,11,11,30.4,4.4,10.8,0.403,2.2,5.5,0.4,2.2,5.4,0.407,0.504,1.3,1.5,0.824,1.5,2.6,4.1,2.9,1.7,0.5,2.3,3.1,12.2,11,12.4,0.53,0.504,0.143,5.3,9.4,7.4,13.8,2.8,1.3,16.5,19.6,0.1,0.3,0.4,0.056,-0.3,0.8,0.5,0.2,false
46,Khem Birch,C,25,ORL,42,0,13.8,1.6,3.0,0.54,0.0,0.0,,1.6,3.0,0.54,0.54,1.0,1.5,0.689,1.7,2.6,4.3,0.8,0.4,0.5,0.5,1.3,4.2,42,16.4,0.582,0.0,0.484,13.2,21.1,17.1,8.5,1.3,2.9,12.1,13.2,1.2,0.6,1.8,0.15,-0.7,-0.2,-0.9,0.2,false
47,Jabari Bird,SG,23,BOS,13,1,8.8,1.2,2.0,0.577,0.2,0.5,0.429,0.9,1.5,0.632,0.635,0.5,1.0,0.462,0.5,1.0,1.5,0.6,0.2,0.1,0.6,0.5,3.0,13,12.1,0.615,0.269,0.5,5.8,12.2,9.0,10.5,1.3,0.7,20.1,15.4,0.1,0.2,0.2,0.098,-2.7,-0.4,-3.1,0.0,false
48,Bismack Biyombo,C,25,ORL,82,25,18.2,2.2,4.3,0.52,0.0,0.0,0.0,2.2,4.3,0.521,0.52,1.2,1.9,0.65,1.8,4.0,5.7,0.8,0.3,1.2,1.0,1.9,5.7,82,14.1,0.556,0.003,0.446,10.5,24.0,17.2,6.5,0.7,5.1,16.6,14.9,1.1,1.8,2.9,0.094,-2.6,0.2,-2.4,-0.2,false
49,Nemanja Bjelica,PF,29,MIN,67,21,20.5,2.6,5.5,0.461,1.1,2.7,0.415,1.4,2.8,0.505,0.563,0.5,0.7,0.8,0.8,3.3,4.1,1.3,0.7,0.2,0.8,2.1,6.8,67,12.6,0.581,0.493,0.121,4.4,18.8,11.5,8.7,1.8,1.0,11.7,14.3,1.7,1.1,2.8,0.097,-0.1,0.2,0.1,0.7,false
50,Tarik Black,C,26,HOU,51,2,10.5,1.5,2.5,0.591,0.0,0.2,0.091,1.5,2.3,0.638,0.594,0.6,1.2,0.46,1.2,2.0,3.2,0.3,0.4,0.6,0.7,2.1,3.5,51,14.3,0.582,0.087,0.496,13.4,20.9,17.1,3.7,1.9,4.8,18.4,15.6,0.5,1.0,1.5,0.136,-3.7,1.2,-2.6,-0.1,false
51,Antonio Blakeney,SG,21,CHI,19,0,16.5,2.8,7.5,0.371,0.8,2.7,0.288,2.0,4.8,0.418,0.423,1.6,2.1,0.769,0.2,1.5,1.7,1.1,0.4,0.1,0.6,1.0,7.9,19,10.1,0.471,0.364,0.273,1.3,10.3,5.6,10.1,1.1,0.3,6.4,23.7,-0.2,0.1,0.0,-0.006,-2.8,-2.4,-5.2,-0.3,false
52,Eric Bledsoe,PG,28,TOT,74,74,31.4,6.3,13.4,0.473,1.7,4.9,0.347,4.6,8.5,0.545,0.536,3.4,4.3,0.795,0.7,3.1,3.8,5.0,2.0,0.6,2.9,2.5,17.7,74,19.7,0.582,0.364,0.321,2.6,11.7,7.1,25.7,3.2,1.5,16.1,26.1,3.1,2.5,5.6,0.116,2.3,0.3,2.5,2.6,false
53,Vander Blue,SG,25,LAL,5,0,9.0,0.2,1.0,0.2,0.0,0.4,0.0,0.2,0.6,0.333,0.2,0.2,0.4,0.5,0.0,0.2,0.2,0.6,0.2,0.0,0.6,0.4,0.6,5,-1.8,0.255,0.4,0.4,0.0,2.3,1.2,8.2,1.1,0.0,33.8,8.4,-0.1,0.0,-0.1,-0.103,-7.6,-0.7,-8.4,-0.1,false
54,Bogdan Bogdanović,SG,25,SAC,78,53,27.9,4.4,9.9,0.446,1.7,4.2,0.392,2.8,5.7,0.485,0.529,1.3,1.5,0.84,0.4,2.5,2.9,3.3,0.9,0.2,1.6,2.2,11.8,78,13.5,0.556,0.426,0.154,1.6,10.5,5.8,18.3,1.7,0.7,13.2,19.6,1.8,1.1,2.9,0.064,-0.6,-0.9,-1.5,0.3,false
55,Bojan Bogdanović,SF,28,IND,80,80,30.8,5.1,10.7,0.474,1.9,4.8,0.402,3.1,5.8,0.534,0.565,2.2,2.6,0.868,0.4,3.0,3.4,1.5,0.7,0.1,1.3,1.6,14.3,80,13.9,0.605,0.453,0.241,1.4,10.9,6.2,7.1,1.1,0.3,10.1,19.0,3.8,1.6,5.4,0.105,0.5,-1.2,-0.7,0.8,false
56,Andrew Bogut,C,33,LAL,24,5,9.0,0.7,1.0,0.68,0.0,0.0,,0.7,1.0,0.68,0.68,0.1,0.1,1.0,1.1,2.2,3.3,0.6,0.2,0.5,0.8,1.7,1.5,24,10.9,0.696,0.0,0.08,12.9,25.4,19.2,9.1,0.9,4.9,42.3,8.8,0.1,0.3,0.4,0.094,-4.7,1.9,-2.8,-0.1,false
57,Joel Bolomboy,PF,24,MIL,6,0,6.3,0.5,1.0,0.5,0.0,0.2,0.0,0.5,0.8,0.6,0.5,0.5,1.0,0.5,1.0,0.7,1.7,0.0,0.3,0.0,0.3,0.5,1.5,6,11.7,0.521,0.167,1.0,18.6,12.3,15.4,0.0,2.6,0.0,18.8,12.6,0.0,0.0,0.1,0.079,-2.6,-2.4,-5.0,0.0,false
58,Devin Booker,SG,21,PHO,54,54,34.5,8.4,19.5,0.432,2.7,7.1,0.383,5.7,12.4,0.46,0.501,5.4,6.1,0.878,0.5,4.0,4.5,4.7,0.9,0.3,3.6,3.1,24.9,54,18.1,0.561,0.364,0.312,1.5,12.7,7.0,24.4,1.2,0.6,13.9,31.7,1.9,0.6,2.4,0.063,2.9,-2.0,0.9,1.4,false
59,Trevor Booker,PF,30,TOT,68,7,17.0,2.6,5.0,0.516,0.1,0.5,0.242,2.5,4.6,0.545,0.528,1.0,1.4,0.71,1.7,3.0,4.7,1.2,0.4,0.3,0.9,1.8,6.3,68,14.9,0.557,0.096,0.271,11.1,18.6,14.9,10.8,1.2,1.5,13.3,16.6,1.6,1.3,2.9,0.121,-0.6,0.0,-0.6,0.4,false
60,Chris Boucher,PF,25,GSW,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-28.5,0.0,1.0,0.0,0.0,100.0,55.9,0.0,0.0,0.0,0.0,43.9,0.0,0.0,0.0,-0.899,-21.7,-11.4,-33.1,0.0,false
61,Avery Bradley,SG,27,TOT,46,46,31.2,5.6,13.6,0.414,1.6,4.4,0.369,4.0,9.2,0.436,0.474,1.4,1.8,0.768,0.5,2.0,2.5,2.0,1.1,0.2,2.2,2.0,14.3,46,9.6,0.496,0.325,0.131,1.7,7.3,4.5,10.4,1.8,0.5,13.3,23.5,-1.4,1.2,-0.2,-0.007,-3.0,-1.0,-4.0,-0.7,false
62,Tony Bradley,C,20,UTA,9,0,3.2,0.3,1.2,0.273,0.0,0.1,0.0,0.3,1.1,0.3,0.273,0.2,0.2,1.0,0.4,0.8,1.2,0.1,0.0,0.0,0.0,0.1,0.9,9,9.5,0.337,0.091,0.182,15.8,27.1,21.5,5.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,0.033,-3.0,-4.5,-7.5,0.0,false
63,Corey Brewer,SF-SG,31,TOT,72,18,16.8,2.0,4.4,0.449,0.4,1.5,0.282,1.5,2.9,0.539,0.498,0.9,1.3,0.722,0.6,1.5,2.1,0.9,1.1,0.2,0.7,1.9,5.3,72,11.2,0.534,0.348,0.285,3.8,10.0,6.9,7.5,3.2,1.0,12.1,14.3,0.7,1.6,2.3,0.091,-3.2,1.9,-1.3,0.2,false
64,Malcolm Brogdon,PG,25,MIL,48,20,29.9,5.1,10.5,0.485,1.3,3.4,0.385,3.8,7.1,0.532,0.547,1.6,1.8,0.882,0.5,2.8,3.3,3.2,0.9,0.3,1.4,2.7,13.0,48,14.3,0.578,0.32,0.169,1.9,10.8,6.4,16.3,1.4,0.8,10.9,19.1,2.0,0.7,2.7,0.091,-0.1,-1.0,-1.2,0.3,false
65,Aaron Brooks,PG,33,MIN,32,1,5.9,0.9,2.2,0.406,0.3,1.0,0.355,0.5,1.2,0.447,0.486,0.3,0.3,0.727,0.2,0.3,0.5,0.6,0.2,0.0,0.3,0.9,2.3,32,9.8,0.508,0.449,0.159,4.2,6.2,5.2,15.1,1.6,0.0,13.0,19.9,0.1,0.1,0.1,0.033,-2.6,-1.3,-3.8,-0.1,false
66,Dillon Brooks,SF,22,MEM,82,74,28.7,4.1,9.4,0.44,1.1,3.2,0.356,3.0,6.2,0.484,0.501,1.5,2.0,0.747,0.6,2.5,3.1,1.6,0.9,0.2,1.5,2.8,11.0,82,9.8,0.531,0.342,0.215,2.4,10.5,6.3,9.3,1.6,0.7,12.8,18.5,0.1,1.1,1.2,0.024,-2.9,-1.1,-4.0,-1.2,false
67,MarShon Brooks,SG,29,MEM,7,1,27.6,7.3,14.6,0.5,2.7,4.6,0.594,4.6,10.0,0.457,0.593,2.9,3.3,0.87,1.1,1.9,3.0,3.6,1.6,0.4,2.3,0.9,20.1,7,26.1,0.629,0.314,0.225,4.7,8.0,6.3,25.9,2.9,1.5,12.5,29.8,0.6,0.2,0.7,0.179,7.5,-0.4,7.1,0.4,false
